# {"t_start": 1591861162.7128847, "env_id": "Humanoid-v2"} 
r,l,t
317.028004,60,95.29056
81.524683,17,95.334893
197.038727,38,95.450334
158.568842,32,95.551415
261.735567,49,95.692942
331.19399,59,95.866643
183.617359,37,95.970722
203.893344,44,96.100937
90.460227,19,96.155203
167.579639,32,96.24631
169.516149,35,96.348826
166.623488,35,96.450475
283.20599,55,96.614133
203.650704,44,96.748278
238.117141,52,96.897541
145.461874,31,96.989079
240.280119,45,97.124284
92.03146,19,97.181783
164.77998,35,97.284819
208.205481,41,97.396415
106.735457,23,97.462907
234.57527,48,97.607456
197.80592,41,97.720556
258.611317,52,97.872936
251.176005,52,98.033865
201.142986,39,98.141472
143.793297,29,98.225727
104.768239,21,98.291592
208.189393,44,98.41511
201.404662,39,98.536443
160.040604,33,98.632651
258.591097,49,98.777702
173.717467,35,98.883476
188.303163,39,99.007604
148.419915,29,99.0855
173.752996,40,99.208997
173.250022,36,99.309152
157.203231,31,99.395529
112.543882,23,99.461098
157.293645,32,99.553505
350.849286,66,99.747888
236.032376,45,99.880059
193.203747,38,99.990148
201.777478,38,100.105921
169.562166,36,100.2031
246.455824,48,100.343651
256.787186,51,100.488092
81.14527,17,102.230356
182.031279,37,102.326467
175.704446,36,102.434102
300.841637,60,102.603917
225.893139,49,102.744938
254.307909,57,102.923445
283.509886,57,103.100352
184.787235,37,103.211594
411.780065,77,103.448634
288.021674,58,103.627734
135.368861,27,103.703567
147.803094,29,103.789206
255.964248,55,103.95699
92.948875,19,104.012721
342.572725,63,104.201205
260.864076,55,104.363663
163.428029,34,104.467506
226.016785,45,104.603081
134.459592,27,104.681485
280.832757,63,104.865515
330.931442,63,105.049042
254.498537,51,105.192714
244.524744,45,105.31851
331.861499,61,105.504874
202.515094,39,105.614756
320.331308,59,105.778321
305.103638,64,105.962261
223.972481,50,106.108527
151.635963,30,106.195059
278.430433,59,106.361844
296.803016,59,106.541385
250.385452,48,106.686214
268.056538,52,106.841758
310.18491,60,107.021343
320.224284,63,107.212552
282.578216,57,107.380479
126.132315,25,107.447899
76.505184,16,107.493446
286.241865,56,107.654387
229.306473,48,107.796927
210.245006,43,107.92879
341.004336,70,108.151617
154.469262,30,108.242229
320.525811,65,110.045931
376.54598,74,110.268016
158.818761,32,110.366623
186.770189,36,110.470097
243.069925,52,110.612808
221.12528,45,110.739766
171.447848,36,110.847064
299.731563,57,111.010745
203.927304,41,111.132832
245.130573,50,111.280961
256.778938,52,111.423524
190.769045,39,111.547718
257.206356,58,111.726879
87.528578,18,111.780334
278.672726,51,111.926636
428.659992,81,112.172963
96.491346,20,112.233966
