approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,regularization_pi,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.016760025,0.54365236,115.47,619.8472357200001,0.9610674940049648,1026,163,21.753778,-0.027114615,0.04448273,333824,1294.8817954063416,1335296,0.014077574
0.01659087,0.54134524,120.06,642.2491853900001,0.9649949334561825,1032,164,21.744532,-0.026352435,0.044503734,335872,1302.8179001808167,1343488,0.012292439
0.01716777,0.5479126,122.89,651.20204004,0.9541772119700909,1030,165,21.727358,-0.026718583,0.044544876,337920,1310.7691977024078,1351680,0.016952641
0.01612694,0.53659666,124.52,666.3415091899999,0.9630659930408001,1027,166,21.721884,-0.026288096,0.04456143,339968,1318.745572090149,1359872,0.013680722
0.016405696,0.53999025,118.63,634.05875803,0.9574312083423138,1021,167,21.70227,-0.026409453,0.04462168,342016,1326.7670953273773,1368064,0.015637148
0.01691958,0.5423584,117.27,624.41494783,0.9638976342976093,965,168,21.706488,-0.02676479,0.044636946,344064,1335.2567329406738,1376256,0.013011466
0.01775689,0.548999,117.47,626.14782281,0.9594145938754082,994,169,21.711143,-0.02589688,0.04466646,346112,1343.4922292232513,1384448,0.014716904
0.017984372,0.5536377,115.59,620.02381429,0.9603062681853771,1009,170,21.691465,-0.025928628,0.044723947,348160,1351.6076529026031,1392640,0.014277918
0.017643902,0.5517334,119.76,637.5940309099999,0.9586298726499081,977,171,21.677744,-0.026586661,0.04481561,350208,1359.9890251159668,1400832,0.01544895
0.018161416,0.55615234,123.48,659.8487477299999,0.9562720730900764,1017,172,21.643574,-0.026773378,0.044867415,352256,1368.038733959198,1409024,0.015714359
0.01724782,0.547229,131.27,700.9349323499998,0.9580655880272388,1022,173,21.627544,-0.026194474,0.044903457,354304,1376.0524153709412,1417216,0.0154498685
0.017625289,0.5505493,129.17,693.35030167,0.9573760777711868,1009,174,21.608555,-0.026594168,0.044905238,356352,1384.1647815704346,1425408,0.01528883
0.01775797,0.55006105,129.26,694.3112545699998,0.9569321013987064,1024,175,21.592276,-0.026325587,0.04494027,358400,1392.1618657112122,1433600,0.01642401
0.016769938,0.53953856,123.94,657.39278535,0.9641107432544231,1017,176,21.596691,-0.026398947,0.044985652,360448,1400.2151548862457,1441792,0.013963999
0.01692955,0.54663086,120.45,640.76188068,0.9548227526247501,1040,177,21.593884,-0.025720794,0.0450039,362496,1408.0896060466766,1449984,0.01721811
0.017162256,0.5437744,123.07,657.0438163300001,0.9593922607600689,1032,178,21.567087,-0.027163967,0.044972405,364544,1416.0259211063385,1458176,0.0153044285
0.018601526,0.56103516,126.54,678.75991243,0.9597582258284092,1040,179,21.55341,-0.027091315,0.04501628,366592,1423.9017469882965,1466368,0.0145337265
